paciente_enumSexoBiologico,paciente_idade,vacina_descricao_dose,vacina_nome,vacina_categoria_nome,vacina_grupoAtendimento_nome,data,dose,contagem,0
M,26,1ª Dose,Covid-19-AstraZeneca,Forças de Segurança e Salvamento,Policial Rodoviário Federal,2021-05-08,1,1,1
M,26,1ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Trabalhadores de Saúde,Outros,2021-05-08,1,1,4
M,26,1ª Dose,Vacina Covid-19 - Covishield,Comorbidades,Pneumopatias Crônicas Graves,2021-05-08,1,1,1
M,26,1ª Dose,Vacina Covid-19 - Covishield,Pessoas com Deficiência,Pessoas com Deficiências Permanente Grave,2021-05-08,1,1,1
M,26,1ª Dose,Vacina Covid-19 - Covishield,Povos e Comunidades Tradicionais,Quilombola,2021-05-08,1,1,1
M,26,1ª Dose,Vacina Covid-19 - Covishield,Trabalhadores de Saúde,Outros,2021-05-08,1,1,25
M,26,1ª Dose,Vacina Covid-19 - Covishield,Trabalhadores de Saúde,Segurança,2021-05-08,1,1,1
M,26,1ª Dose,Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer,Trabalhadores de Saúde,Estudante,2021-05-08,1,1,3
M,26,2ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Trabalhadores da Educação,Ensino Básico,2021-05-08,2,1,1
M,26,2ª Dose,Vacina Covid-19 - Covishield,Trabalhadores de Saúde,Outros,2021-05-08,2,1,3
M,27,1ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Pessoas com Deficiência,Pessoas com Deficiência Institucionalizadas,2021-05-08,1,1,1
M,27,1ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Trabalhadores de Saúde,Outros,2021-05-08,1,1,3
M,27,1ª Dose,Vacina Covid-19 - Covishield,Comorbidades,Doenças Cardiovasculares e Cerebrovasculares,2021-05-08,1,1,1
M,27,1ª Dose,Vacina Covid-19 - Covishield,Pessoas com Deficiência,Pessoas com Deficiências Permanente Grave,2021-05-08,1,1,1
M,27,1ª Dose,Vacina Covid-19 - Covishield,Povos e Comunidades Tradicionais,Quilombola,2021-05-08,1,1,1
M,27,1ª Dose,Vacina Covid-19 - Covishield,Trabalhadores de Saúde,Outros,2021-05-08,1,1,26
M,27,1ª Dose,Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer,Trabalhadores de Saúde,Estudante,2021-05-08,1,1,1
M,27,1ª Dose,Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer,Trabalhadores de Saúde,Fisioterapeutas,2021-05-08,1,1,1
M,27,2ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Trabalhadores de Saúde,Outros,2021-05-08,2,1,1
M,27,2ª Dose,Vacina Covid-19 - Covishield,Trabalhadores de Saúde,Outros,2021-05-08,2,1,6
M,28,1ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Trabalhadores de Saúde,Outros,2021-05-08,1,1,4
M,28,1ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Trabalhadores de Saúde,Segurança,2021-05-08,1,1,1
M,28,1ª Dose,Vacina Covid-19 - Covishield,Pessoas com Deficiência,Pessoas com Deficiência Institucionalizadas,2021-05-08,1,1,1
M,28,1ª Dose,Vacina Covid-19 - Covishield,Trabalhadores de Saúde,Outros,2021-05-08,1,1,20
M,28,1ª Dose,Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer,Forças de Segurança e Salvamento,Policial Militar,2021-05-08,1,1,1
M,28,1ª Dose,Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer,Trabalhadores de Saúde,Estudante,2021-05-08,1,1,2
M,28,1ª Dose,Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer,Trabalhadores de Saúde,Médico Veterinário,2021-05-08,1,1,1
M,28,2ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Trabalhadores de Saúde,Outros,2021-05-08,2,1,2
M,28,2ª Dose,Vacina Covid-19 - Covishield,Trabalhadores da Educação,Ensino Básico,2021-05-08,2,1,1
M,28,2ª Dose,Vacina Covid-19 - Covishield,Trabalhadores de Saúde,Outros,2021-05-08,2,1,3
M,29,1ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Trabalhadores de Saúde,Outros,2021-05-08,1,1,2
M,29,1ª Dose,Vacina Covid-19 - Covishield,Comorbidades,Diabetes Mellitus,2021-05-08,1,1,1
M,29,1ª Dose,Vacina Covid-19 - Covishield,Povos e Comunidades Tradicionais,Quilombola,2021-05-08,1,1,3
M,29,1ª Dose,Vacina Covid-19 - Covishield,Trabalhadores de Saúde,Médico Veterinário,2021-05-08,1,1,1
M,29,1ª Dose,Vacina Covid-19 - Covishield,Trabalhadores de Saúde,Outros,2021-05-08,1,1,27
M,29,1ª Dose,Vacina Covid-19 - Covishield,Trabalhadores de Saúde,Profissionais de Educação Física,2021-05-08,1,1,1
M,29,1ª Dose,Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer,Forças Armadas (membros ativos),Força Aérea Brasileira - FAB,2021-05-08,1,1,1
M,29,1ª Dose,Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer,Trabalhadores de Saúde,Fisioterapeutas,2021-05-08,1,1,1
M,29,1ª Dose,Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer,Trabalhadores de Saúde,Outros,2021-05-08,1,1,1
M,29,1ª Dose,Vacina covid-19 - BNT162b2 - BioNTech/Fosun Pharma/Pfizer,Trabalhadores de Saúde,Técnico de Enfermagem,2021-05-08,1,1,1
M,29,2ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Forças Armadas (membros ativos),Força Aérea Brasileira - FAB,2021-05-08,2,1,1
M,29,2ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Povos Indígenas,Povos indígenas em terras indígenas,2021-05-08,2,1,1
M,29,2ª Dose,Covid-19-Coronavac-Sinovac/Butantan,Trabalhadores de Saúde,Outros,2021-05-08,2,1,3
M,29,2ª Dose,Vacina Covid-19 - Covishield,Pessoas com Deficiência,Pessoas com Deficiência Institucionalizadas,2021-05-08,2,1,1
M,29,2ª Dose,Vacina Covid-19 - Covishield,Trabalhadores da Educação,Ensino Básico,2021-05-08,2,1,1
M,29,2ª Dose,Vacina Covid-19 - Covishield,Trabalhadores de Saúde,Outros,2021-05-08,2,1,3
